"band;""bandname"""
"http://dbpedia.org/resource/Jungle_(band);""Jungle (band)"""
"http://dbpedia.org/resource/The_High_Water_Marks;""The High Water Marks"""
"http://dbpedia.org/resource/Farmer_Not_So_John;""Farmer Not So John"""
"http://dbpedia.org/resource/Crumbächer;""Crumbächer"""
"http://dbpedia.org/resource/Les_Luthiers;""Les Luthiers"""
"http://dbpedia.org/resource/Ruben_and_the_Jets;""Ruben and the Jets"""
"http://dbpedia.org/resource/Cosa_Brava;""Cosa Brava"""
"http://dbpedia.org/resource/I_Hate_Myself_(band);""I Hate Myself (band)"""
"http://dbpedia.org/resource/Onirama;""Onirama"""
"http://dbpedia.org/resource/D.b.s.;""D.b.s."""
"http://dbpedia.org/resource/Ha*Ash;""Ha*Ash"""
"http://dbpedia.org/resource/Krisiun;""Krisiun"""
"http://dbpedia.org/resource/Bruce_Peninsula_(band);""Bruce Peninsula (band)"""
"http://dbpedia.org/resource/Day_of_Fire;""Day of Fire"""
"http://dbpedia.org/resource/Sunrise_Avenue;""Sunrise Avenue"""
"http://dbpedia.org/resource/Pip_Skid;""Pip Skid"""
"http://dbpedia.org/resource/Halaka_(band);""Halaka (band)"""
"http://dbpedia.org/resource/Darkness_Dynamite;""Darkness Dynamite"""
"http://dbpedia.org/resource/Raw_Radar_War;""Raw Radar War"""
"http://dbpedia.org/resource/Happy_Flowers;""Happy Flowers"""
"http://dbpedia.org/resource/Bleachers_(band);""Bleachers (band)"""
"http://dbpedia.org/resource/The_Jeff_Beck_Group;""The Jeff Beck Group"""
"http://dbpedia.org/resource/Ram_Jam;""Ram Jam"""
"http://dbpedia.org/resource/Nagelfar;""Nagelfar"""
"http://dbpedia.org/resource/F.Y.P;""F.Y.P"""
"http://dbpedia.org/resource/Eso-Charis;""Eso-Charis"""
"http://dbpedia.org/resource/Thorr's_Hammer;""Thorr's Hammer"""
"http://dbpedia.org/resource/Garrison_(band);""Garrison (band)"""
"http://dbpedia.org/resource/Dadamah;""Dadamah"""
"http://dbpedia.org/resource/Tragic_Black;""Tragic Black"""
"http://dbpedia.org/resource/Big_Dumb_Face;""Big Dumb Face"""
"http://dbpedia.org/resource/The_Soft_Pink_Truth;""The Soft Pink Truth"""
"http://dbpedia.org/resource/Dominion_(British_band);""Dominion (British band)"""
"http://dbpedia.org/resource/Black_Sun_Productions;""Black Sun Productions"""
"http://dbpedia.org/resource/Fila_Fresh_Crew;""Fila Fresh Crew"""
"http://dbpedia.org/resource/I_Am_(American_band);""I Am (American band)"""
"http://dbpedia.org/resource/Slagsmålsklubben;""Slagsmålsklubben"""
"http://dbpedia.org/resource/Lost_Ocean;""Lost Ocean"""
"http://dbpedia.org/resource/Neptune_(Italian_band);""Neptune (Italian band)"""
"http://dbpedia.org/resource/Mo-Ho-Bish-O-Pi;""Mo-Ho-Bish-O-Pi"""
"http://dbpedia.org/resource/My_Little_Airport;""My Little Airport"""
"http://dbpedia.org/resource/The_Prisonaires;""The Prisonaires"""
"http://dbpedia.org/resource/Vanity_Beach;""Vanity Beach"""
"http://dbpedia.org/resource/Dionysos_(French_band);""Dionysos (French band)"""
"http://dbpedia.org/resource/Hatesex;""Hatesex"""
"http://dbpedia.org/resource/Eths;""Eths"""
"http://dbpedia.org/resource/Grup_Gündoğarken;""Grup Gündoğarken"""
"http://dbpedia.org/resource/The_Scaramanga_Six;""The Scaramanga Six"""
"http://dbpedia.org/resource/The_Cinema;""The Cinema"""
"http://dbpedia.org/resource/Pete_Namlook;""Pete Namlook"""
"http://dbpedia.org/resource/Ella_Chen;""Ella Chen"""
"http://dbpedia.org/resource/Year_Long_Disaster;""Year Long Disaster"""
"http://dbpedia.org/resource/LOUD_(electronic_music_act);""LOUD (electronic music act)"""
"http://dbpedia.org/resource/Bombadil_(band);""Bombadil (band)"""
"http://dbpedia.org/resource/Angellore;""Angellore"""
"http://dbpedia.org/resource/The_Armed;""The Armed"""
"http://dbpedia.org/resource/Hey_Rosetta!;""Hey Rosetta!"""
"http://dbpedia.org/resource/Avalanch;""Avalanch"""
"http://dbpedia.org/resource/Evan_and_Jaron;""Evan and Jaron"""
"http://dbpedia.org/resource/Quiet_Company;""Quiet Company"""
"http://dbpedia.org/resource/Library_Voices;""Library Voices"""
"http://dbpedia.org/resource/Facts_of_Life_(band);""Facts of Life (band)"""
"http://dbpedia.org/resource/Flatlinerz;""Flatlinerz"""
"http://dbpedia.org/resource/Moshiach_Oi!;""Moshiach Oi!"""
"http://dbpedia.org/resource/Solamors;""Solamors"""
"http://dbpedia.org/resource/Fellowship_Creative;""Fellowship Creative"""
"http://dbpedia.org/resource/The_Gourishankar;""The Gourishankar"""
"http://dbpedia.org/resource/West_End_Girls_(Swedish_band);""West End Girls (Swedish band)"""
"http://dbpedia.org/resource/The_Zephyrs;""The Zephyrs"""
"http://dbpedia.org/resource/Fuzzy_Duck_(band);""Fuzzy Duck (band)"""
"http://dbpedia.org/resource/Lydia_Loveless;""Lydia Loveless"""
"http://dbpedia.org/resource/The_Click;""The Click"""
"http://dbpedia.org/resource/Day_After_Tomorrow_(band);""Day After Tomorrow (band)"""
"http://dbpedia.org/resource/Boukman_Eksperyans;""Boukman Eksperyans"""
"http://dbpedia.org/resource/Schnell_Fenster;""Schnell Fenster"""
"http://dbpedia.org/resource/Five_O'Clock_Heroes;""Five O'Clock Heroes"""
"http://dbpedia.org/resource/Exile_(Japanese_band);""Exile (Japanese band)"""
"http://dbpedia.org/resource/Zilch_(band);""Zilch (band)"""
"http://dbpedia.org/resource/Raging_Slab;""Raging Slab"""
"http://dbpedia.org/resource/Crash_Worship;""Crash Worship"""
"http://dbpedia.org/resource/Elonkorjuu;""Elonkorjuu"""
"http://dbpedia.org/resource/NoNoNo_(band);""NoNoNo (band)"""
"http://dbpedia.org/resource/4_P.M._(group);""4 P.M. (group)"""
"http://dbpedia.org/resource/Chorus_Paulinus;""Chorus Paulinus"""
"http://dbpedia.org/resource/Miss_Construction;""Miss Construction"""
"http://dbpedia.org/resource/Izabo;""Izabo"""
"http://dbpedia.org/resource/Kingfisher_Sky;""Kingfisher Sky"""
"http://dbpedia.org/resource/Stockholm_Monsters;""Stockholm Monsters"""
"http://dbpedia.org/resource/Stump_(band);""Stump (band)"""
"http://dbpedia.org/resource/20/20_(band);""20/20 (band)"""
"http://dbpedia.org/resource/Crossed_Out;""Crossed Out"""
"http://dbpedia.org/resource/Warlord_(hardcore_band);""Warlord (hardcore band)"""
"http://dbpedia.org/resource/Sports_(band);""Sports (band)"""
"http://dbpedia.org/resource/Close_Lobsters;""Close Lobsters"""
"http://dbpedia.org/resource/The_Suicide_Commandos;""The Suicide Commandos"""
"http://dbpedia.org/resource/Death_Requisite;""Death Requisite"""
"http://dbpedia.org/resource/Where_the_Embers_Fall;""Where the Embers Fall"""
"http://dbpedia.org/resource/The_Ocean_Blue;""The Ocean Blue"""
"http://dbpedia.org/resource/Damiera;""Damiera"""
"http://dbpedia.org/resource/Luny_Tunes;""Luny Tunes"""
"http://dbpedia.org/resource/Plainsong_(band);""Plainsong (band)"""
"http://dbpedia.org/resource/Calico_System;""Calico System"""
"http://dbpedia.org/resource/Vlad_Tepes_(band);""Vlad Tepes (band)"""
"http://dbpedia.org/resource/The_Waking_Eyes;""The Waking Eyes"""
"http://dbpedia.org/resource/The_Courteeners;""The Courteeners"""
"http://dbpedia.org/resource/The_Vietnam_Veterans;""The Vietnam Veterans"""
"http://dbpedia.org/resource/Angels_and_Agony;""Angels and Agony"""
"http://dbpedia.org/resource/Autumn_Hill;""Autumn Hill"""
"http://dbpedia.org/resource/The_Northern_Pikes;""The Northern Pikes"""
"http://dbpedia.org/resource/Yves_Klein_Blue;""Yves Klein Blue"""
"http://dbpedia.org/resource/Callisto_(band);""Callisto (band)"""
"http://dbpedia.org/resource/Tiger_Please;""Tiger Please"""
"http://dbpedia.org/resource/N2Deep;""N2Deep"""
"http://dbpedia.org/resource/Unexpect;""Unexpect"""
"http://dbpedia.org/resource/If_(band);""If (band)"""
"http://dbpedia.org/resource/Spiers_and_Boden;""Spiers and Boden"""
"http://dbpedia.org/resource/Pitch_Black_Forecast;""Pitch Black Forecast"""
"http://dbpedia.org/resource/Trampled_by_Turtles;""Trampled by Turtles"""
"http://dbpedia.org/resource/Helstar;""Helstar"""
"http://dbpedia.org/resource/Dream_On,_Dreamer;""Dream On, Dreamer"""
"http://dbpedia.org/resource/Supernova_(South_Korean_band);""Supernova (South Korean band)"""
"http://dbpedia.org/resource/Naked_Eyes;""Naked Eyes"""
"http://dbpedia.org/resource/The_Pale_Pacific;""The Pale Pacific"""
"http://dbpedia.org/resource/Superheaven;""Superheaven"""
"http://dbpedia.org/resource/Kane_(Dutch_band);""Kane (Dutch band)"""
"http://dbpedia.org/resource/Boot_Camp_Clik;""Boot Camp Clik"""
"http://dbpedia.org/resource/Painkiller_(band);""Painkiller (band)"""
"http://dbpedia.org/resource/Moving_Mountains_(band);""Moving Mountains (band)"""
"http://dbpedia.org/resource/Big_Head_Todd_and_the_Monsters;""Big Head Todd and the Monsters"""
"http://dbpedia.org/resource/As_Cities_Burn;""As Cities Burn"""
"http://dbpedia.org/resource/I_Can_Make_a_Mess_Like_Nobody's_Business;""I Can Make a Mess Like Nobody's Business"""
"http://dbpedia.org/resource/Something_Corporate;""Something Corporate"""
"http://dbpedia.org/resource/Eurogliders;""Eurogliders"""
"http://dbpedia.org/resource/Silent_Drive;""Silent Drive"""
"http://dbpedia.org/resource/Sons_of_Seasons;""Sons of Seasons"""
"http://dbpedia.org/resource/Dave_Dee,_Dozy,_Beaky,_Mick_&_Tich;""Dave Dee, Dozy, Beaky, Mick & Tich"""
"http://dbpedia.org/resource/Legal_Weapon;""Legal Weapon"""
"http://dbpedia.org/resource/Animetal;""Animetal"""
"http://dbpedia.org/resource/Finsterforst;""Finsterforst"""
"http://dbpedia.org/resource/Five_Style;""Five Style"""
"http://dbpedia.org/resource/Peaking_Lights;""Peaking Lights"""
"http://dbpedia.org/resource/AC4;""AC4"""
"http://dbpedia.org/resource/Skindred;""Skindred"""
"http://dbpedia.org/resource/Naglfar_(band);""Naglfar (band)"""
"http://dbpedia.org/resource/Gallon_Drunk;""Gallon Drunk"""
"http://dbpedia.org/resource/Citizens_(band);""Citizens (band)"""
"http://dbpedia.org/resource/D_Train_(music_group);""D Train (music group)"""
"http://dbpedia.org/resource/Opprobrium_(band);""Opprobrium (band)"""
"http://dbpedia.org/resource/Empalot;""Empalot"""
"http://dbpedia.org/resource/Young_Widows;""Young Widows"""
"http://dbpedia.org/resource/Devour_the_Day;""Devour the Day"""
"http://dbpedia.org/resource/Regina_Regina;""Regina Regina"""
"http://dbpedia.org/resource/Embrace_(English_band);""Embrace (English band)"""
"http://dbpedia.org/resource/A_Silent_Film;""A Silent Film"""
"http://dbpedia.org/resource/Mayday_Parade;""Mayday Parade"""
"http://dbpedia.org/resource/California_Breed;""California Breed"""
"http://dbpedia.org/resource/Adventures_(band);""Adventures (band)"""
"http://dbpedia.org/resource/Cecimonster_Vs._Donka;""Cecimonster Vs. Donka"""
"http://dbpedia.org/resource/Eiffel_65;""Eiffel 65"""
"http://dbpedia.org/resource/Alberta_Cross;""Alberta Cross"""
"http://dbpedia.org/resource/The_Venetia_Fair;""The Venetia Fair"""
"http://dbpedia.org/resource/The_Peanut_Butter_Conspiracy;""The Peanut Butter Conspiracy"""
"http://dbpedia.org/resource/Everything_Everything;""Everything Everything"""
"http://dbpedia.org/resource/Love_Affair_(band);""Love Affair (band)"""
"http://dbpedia.org/resource/Drag_the_River_(Colorado_band);""Drag the River (Colorado band)"""
"http://dbpedia.org/resource/Angkor_Wat_(band);""Angkor Wat (band)"""
"http://dbpedia.org/resource/Lux_Occulta;""Lux Occulta"""
"http://dbpedia.org/resource/Point_Blank_(band);""Point Blank (band)"""
"http://dbpedia.org/resource/Point_Blank_(hip_hop_group);""Point Blank (hip hop group)"""
"http://dbpedia.org/resource/K-Space_(band);""K-Space (band)"""
"http://dbpedia.org/resource/'68_(band);""'68 (band)"""
"http://dbpedia.org/resource/Grand_Ole_Party;""Grand Ole Party"""
"http://dbpedia.org/resource/Ninja_Sex_Party;""Ninja Sex Party"""
"http://dbpedia.org/resource/Philadelphia_Grand_Jury;""Philadelphia Grand Jury"""
"http://dbpedia.org/resource/Digitalis_Purpurea_(band);""Digitalis Purpurea (band)"""
"http://dbpedia.org/resource/The_Challengers_(band);""The Challengers (band)"""
"http://dbpedia.org/resource/Skarf;""Skarf"""
"http://dbpedia.org/resource/Novi_Split;""Novi Split"""
"http://dbpedia.org/resource/October_Sky_(band);""October Sky (band)"""
"http://dbpedia.org/resource/Bull_of_Heaven_(band);""Bull of Heaven (band)"""
"http://dbpedia.org/resource/BlackLace_(band);""BlackLace (band)"""
"http://dbpedia.org/resource/Mary_Mary;""Mary Mary"""
"http://dbpedia.org/resource/Rata_Blanca;""Rata Blanca"""
"http://dbpedia.org/resource/Smith_&_Mighty;""Smith & Mighty"""
"http://dbpedia.org/resource/Smilers;""Smilers"""
"http://dbpedia.org/resource/Nesian_Mystik;""Nesian Mystik"""
"http://dbpedia.org/resource/Sullivan_(band);""Sullivan (band)"""
"http://dbpedia.org/resource/Liberty_X;""Liberty X"""
"http://dbpedia.org/resource/The_Shuffle_Demons;""The Shuffle Demons"""
"http://dbpedia.org/resource/Pretty_Things;""Pretty Things"""
"http://dbpedia.org/resource/The_Swellers;""The Swellers"""
"http://dbpedia.org/resource/Lady_Pank;""Lady Pank"""
"http://dbpedia.org/resource/Oh_No_Ono;""Oh No Ono"""
"http://dbpedia.org/resource/Sun_Red_Sun;""Sun Red Sun"""
"http://dbpedia.org/resource/Saïan_Supa_Crew;""Saïan Supa Crew"""
"http://dbpedia.org/resource/Actionslacks;""Actionslacks"""
"http://dbpedia.org/resource/Exile_(American_band);""Exile (American band)"""
"http://dbpedia.org/resource/The_Digital_Age;""The Digital Age"""
"http://dbpedia.org/resource/Kodaline;""Kodaline"""
"http://dbpedia.org/resource/Neon_Neon;""Neon Neon"""
"http://dbpedia.org/resource/Of_Mice_&_Men_(band);""Of Mice & Men (band)"""
"http://dbpedia.org/resource/Neon_Highwire;""Neon Highwire"""
"http://dbpedia.org/resource/Huntress_(band);""Huntress (band)"""
"http://dbpedia.org/resource/Bad_Meets_Evil;""Bad Meets Evil"""
"http://dbpedia.org/resource/Murk_(band);""Murk (band)"""
"http://dbpedia.org/resource/Balflare;""Balflare"""
"http://dbpedia.org/resource/Duck_Sauce;""Duck Sauce"""
"http://dbpedia.org/resource/Robin_and_Linda_Williams;""Robin and Linda Williams"""
"http://dbpedia.org/resource/The_Pink_Spiders;""The Pink Spiders"""
"http://dbpedia.org/resource/SMV_(band);""SMV (band)"""
"http://dbpedia.org/resource/Aberfeldy_(band);""Aberfeldy (band)"""
"http://dbpedia.org/resource/Departure_Lounge_(band);""Departure Lounge (band)"""
"http://dbpedia.org/resource/Nena_Daconte;""Nena Daconte"""
"http://dbpedia.org/resource/Commander_Venus;""Commander Venus"""
"http://dbpedia.org/resource/Allegiance_(Australian_band);""Allegiance (Australian band)"""
"http://dbpedia.org/resource/Indorphine;""Indorphine"""
"http://dbpedia.org/resource/Drunken_Tiger;""Drunken Tiger"""
"http://dbpedia.org/resource/The_Wooden_Sky;""The Wooden Sky"""
"http://dbpedia.org/resource/Avrigus;""Avrigus"""
"http://dbpedia.org/resource/Orchid_(screamo_band);""Orchid (screamo band)"""
"http://dbpedia.org/resource/Bosque_Brown;""Bosque Brown"""
"http://dbpedia.org/resource/Seefeel;""Seefeel"""
"http://dbpedia.org/resource/Longview_(British_band);""Longview (British band)"""
"http://dbpedia.org/resource/Emmy_the_Great;""Emmy the Great"""
"http://dbpedia.org/resource/Dakrya;""Dakrya"""
"http://dbpedia.org/resource/Eleventh_Dream_Day;""Eleventh Dream Day"""
"http://dbpedia.org/resource/Culprit_(band);""Culprit (band)"""
"http://dbpedia.org/resource/The_Scourger;""The Scourger"""
"http://dbpedia.org/resource/Red_Sparowes;""Red Sparowes"""
"http://dbpedia.org/resource/Jaguar_Love;""Jaguar Love"""
"http://dbpedia.org/resource/Paola_e_Chiara;""Paola e Chiara"""
"http://dbpedia.org/resource/Honeytrap;""Honeytrap"""
"http://dbpedia.org/resource/The_Lost_Trailers;""The Lost Trailers"""
"http://dbpedia.org/resource/City_High;""City High"""
"http://dbpedia.org/resource/Träd,_Gräs_&_Stenar;""Träd, Gräs & Stenar"""
"http://dbpedia.org/resource/Kenyan_Boys_Choir;""Kenyan Boys Choir"""
"http://dbpedia.org/resource/Turbo_Fruits;""Turbo Fruits"""
"http://dbpedia.org/resource/Sack_Trick;""Sack Trick"""
"http://dbpedia.org/resource/Dreamend;""Dreamend"""
"http://dbpedia.org/resource/The_Watson_Twins;""The Watson Twins"""
"http://dbpedia.org/resource/The_Promise_Ring;""The Promise Ring"""
"http://dbpedia.org/resource/It's_Alive_(band);""It's Alive (band)"""
"http://dbpedia.org/resource/Diggin'_in_the_Crates_Crew;""Diggin' in the Crates Crew"""
"http://dbpedia.org/resource/Apollonia_6;""Apollonia 6"""
"http://dbpedia.org/resource/Reeve_Oliver;""Reeve Oliver"""
"http://dbpedia.org/resource/The_Honeycombs;""The Honeycombs"""
"http://dbpedia.org/resource/Heartland_(band);""Heartland (band)"""
"http://dbpedia.org/resource/Iron_Angel;""Iron Angel"""
"http://dbpedia.org/resource/Aesthetic_Perfection;""Aesthetic Perfection"""
"http://dbpedia.org/resource/Catherine_(alternative_rock_band);""Catherine (alternative rock band)"""
"http://dbpedia.org/resource/Calloway_(band);""Calloway (band)"""
"http://dbpedia.org/resource/Black_Cab_(band);""Black Cab (band)"""
"http://dbpedia.org/resource/Epperley_(band);""Epperley (band)"""
"http://dbpedia.org/resource/Silent_Planet;""Silent Planet"""
"http://dbpedia.org/resource/Dominic_Balli;""Dominic Balli"""
"http://dbpedia.org/resource/The_Newbeats;""The Newbeats"""
"http://dbpedia.org/resource/Twilight_(band);""Twilight (band)"""
"http://dbpedia.org/resource/One_More_Girl;""One More Girl"""
"http://dbpedia.org/resource/Little_Ghost_(band);""Little Ghost (band)"""
"http://dbpedia.org/resource/Nidji;""Nidji"""
"http://dbpedia.org/resource/Adjágas;""Adjágas"""
"http://dbpedia.org/resource/Sky_Eats_Airplane;""Sky Eats Airplane"""
"http://dbpedia.org/resource/Force_of_Evil_(band);""Force of Evil (band)"""
"http://dbpedia.org/resource/Crash_Vegas;""Crash Vegas"""
"http://dbpedia.org/resource/Flatbush_Zombies;""Flatbush Zombies"""
"http://dbpedia.org/resource/Band_of_Merrymakers;""Band of Merrymakers"""
"http://dbpedia.org/resource/Seasons_After;""Seasons After"""
"http://dbpedia.org/resource/Diamond_Nights;""Diamond Nights"""
"http://dbpedia.org/resource/LFO_(American_band);""LFO (American band)"""
"http://dbpedia.org/resource/The_Crash_(band);""The Crash (band)"""
"http://dbpedia.org/resource/Scanner_(band);""Scanner (band)"""
"http://dbpedia.org/resource/Thee_Silver_Mt._Zion_Memorial_Orchestra;""Thee Silver Mt. Zion Memorial Orchestra"""
"http://dbpedia.org/resource/120_Days;""120 Days"""
"http://dbpedia.org/resource/Artch;""Artch"""
"http://dbpedia.org/resource/Mouthpiece_(band);""Mouthpiece (band)"""
"http://dbpedia.org/resource/Whiskey_Falls;""Whiskey Falls"""
"http://dbpedia.org/resource/Phixx;""Phixx"""
"http://dbpedia.org/resource/Cabezones;""Cabezones"""
"http://dbpedia.org/resource/Maths_Class;""Maths Class"""
"http://dbpedia.org/resource/The_High_Court_(band);""The High Court (band)"""
"http://dbpedia.org/resource/Geraldine_Fibbers;""Geraldine Fibbers"""
"http://dbpedia.org/resource/Young_Liars_(band);""Young Liars (band)"""
"http://dbpedia.org/resource/Ñu;""Ñu"""
"http://dbpedia.org/resource/Old_Man_Luedecke;""Old Man Luedecke"""
"http://dbpedia.org/resource/Ritual_Carnage;""Ritual Carnage"""
"http://dbpedia.org/resource/L.A._Style;""L.A. Style"""
"http://dbpedia.org/resource/The_6ths;""The 6ths"""
"http://dbpedia.org/resource/Schürzenjäger;""Schürzenjäger"""
"http://dbpedia.org/resource/Atach_Tatuq;""Atach Tatuq"""
"http://dbpedia.org/resource/The_Dove_Shack;""The Dove Shack"""
"http://dbpedia.org/resource/Four_Hundred_Years;""Four Hundred Years"""
"http://dbpedia.org/resource/Beat_Union;""Beat Union"""
"http://dbpedia.org/resource/Billy_Thorpe_and_the_Aztecs;""Billy Thorpe and the Aztecs"""
"http://dbpedia.org/resource/Lynch_(band);""Lynch (band)"""
"http://dbpedia.org/resource/Ol'_55_(band);""Ol' 55 (band)"""
"http://dbpedia.org/resource/Grupo_Climax;""Grupo Climax"""
"http://dbpedia.org/resource/Tredegar_(band);""Tredegar (band)"""
"http://dbpedia.org/resource/The_Latin_Kings_(hip_hop_group);""The Latin Kings (hip hop group)"""
"http://dbpedia.org/resource/Black_Spiders;""Black Spiders"""
"http://dbpedia.org/resource/Social_Club_Misfits;""Social Club Misfits"""
"http://dbpedia.org/resource/A_Thousand_Times_Repent;""A Thousand Times Repent"""
"http://dbpedia.org/resource/Bankroll_Mafia;""Bankroll Mafia"""
"http://dbpedia.org/resource/Uisce_Beatha_(band);""Uisce Beatha (band)"""
"http://dbpedia.org/resource/Sympathy_(band);""Sympathy (band)"""
"http://dbpedia.org/resource/Saints_of_the_Underground;""Saints of the Underground"""
"http://dbpedia.org/resource/Closure_in_Moscow;""Closure in Moscow"""
"http://dbpedia.org/resource/Sarcófago;""Sarcófago"""
"http://dbpedia.org/resource/Hey_Monday;""Hey Monday"""
"http://dbpedia.org/resource/Da_Bush_Babees;""Da Bush Babees"""
"http://dbpedia.org/resource/The_Cover_Girls;""The Cover Girls"""
"http://dbpedia.org/resource/Ben_Folds_Five;""Ben Folds Five"""
"http://dbpedia.org/resource/Fauve_(collective);""Fauve (collective)"""
"http://dbpedia.org/resource/The_Greencards;""The Greencards"""
"http://dbpedia.org/resource/13AD_(band);""13AD (band)"""
"http://dbpedia.org/resource/Lace_(band);""Lace (band)"""
"http://dbpedia.org/resource/July_for_Kings;""July for Kings"""
"http://dbpedia.org/resource/The_Moonglows;""The Moonglows"""
"http://dbpedia.org/resource/Westworld_(American_band);""Westworld (American band)"""
"http://dbpedia.org/resource/The_Others_(band);""The Others (band)"""
"http://dbpedia.org/resource/Semisonic;""Semisonic"""
"http://dbpedia.org/resource/Vaya_Con_Dios_(band);""Vaya Con Dios (band)"""
"http://dbpedia.org/resource/Plants_and_Animals;""Plants and Animals"""
"http://dbpedia.org/resource/Trans-Siberian_Orchestra;""Trans-Siberian Orchestra"""
"http://dbpedia.org/resource/Young_the_Giant;""Young the Giant"""
"http://dbpedia.org/resource/Jungle_Rot;""Jungle Rot"""
"http://dbpedia.org/resource/Whitey_(musician);""Whitey (musician)"""
"http://dbpedia.org/resource/Esoteric_(band);""Esoteric (band)"""
"http://dbpedia.org/resource/Love_and_Death_(band);""Love and Death (band)"""
"http://dbpedia.org/resource/Desario;""Desario"""
"http://dbpedia.org/resource/Thees_Uhlmann;""Thees Uhlmann"""
"http://dbpedia.org/resource/Nenhum_de_Nós;""Nenhum de Nós"""
"http://dbpedia.org/resource/54_Nude_Honeys;""54 Nude Honeys"""
"http://dbpedia.org/resource/Birdsongs_of_the_Mesozoic;""Birdsongs of the Mesozoic"""
"http://dbpedia.org/resource/Home_Made_Kazoku;""Home Made Kazoku"""
"http://dbpedia.org/resource/Missing_Foundation;""Missing Foundation"""
"http://dbpedia.org/resource/Willard_(band);""Willard (band)"""
"http://dbpedia.org/resource/PMtoday;""PMtoday"""
"http://dbpedia.org/resource/The_Airborne_Toxic_Event;""The Airborne Toxic Event"""
"http://dbpedia.org/resource/The_New_Mendicants;""The New Mendicants"""
"http://dbpedia.org/resource/Team_Syachihoko;""Team Syachihoko"""
"http://dbpedia.org/resource/Bear_in_Heaven;""Bear in Heaven"""
"http://dbpedia.org/resource/Iné_Kafe;""Iné Kafe"""
"http://dbpedia.org/resource/Gaza_(band);""Gaza (band)"""
"http://dbpedia.org/resource/Sleaford_Mods;""Sleaford Mods"""
"http://dbpedia.org/resource/Bethel_Music;""Bethel Music"""
"http://dbpedia.org/resource/Dag_Nasty;""Dag Nasty"""
"http://dbpedia.org/resource/Bennie_K;""Bennie K"""
"http://dbpedia.org/resource/Balance_of_Power_(band);""Balance of Power (band)"""
"http://dbpedia.org/resource/S_Club_8;""S Club 8"""
"http://dbpedia.org/resource/The_Capes;""The Capes"""
"http://dbpedia.org/resource/Math_and_Physics_Club;""Math and Physics Club"""
"http://dbpedia.org/resource/Arovane;""Arovane"""
"http://dbpedia.org/resource/Fragile_Vastness;""Fragile Vastness"""
"http://dbpedia.org/resource/South_San_Gabriel_(band);""South San Gabriel (band)"""
"http://dbpedia.org/resource/Aunty_Disco_Project;""Aunty Disco Project"""
"http://dbpedia.org/resource/Fellini_(band);""Fellini (band)"""
"http://dbpedia.org/resource/Wibutee;""Wibutee"""
"http://dbpedia.org/resource/Audioweb;""Audioweb"""
"http://dbpedia.org/resource/Fast_Crew;""Fast Crew"""
"http://dbpedia.org/resource/Frankenstein_Drag_Queens_from_Planet_13;""Frankenstein Drag Queens from Planet 13"""
"http://dbpedia.org/resource/God_Street_Wine;""God Street Wine"""
"http://dbpedia.org/resource/Emergency_Broadcast_Network;""Emergency Broadcast Network"""
"http://dbpedia.org/resource/White_Hot_Odyssey;""White Hot Odyssey"""
"http://dbpedia.org/resource/Polyrock;""Polyrock"""
"http://dbpedia.org/resource/Beyond_Twilight;""Beyond Twilight"""
"http://dbpedia.org/resource/Rory_(band);""Rory (band)"""
"http://dbpedia.org/resource/Does_It_Offend_You,_Yeah%3F;""Does It Offend You, Yeah?"""
"http://dbpedia.org/resource/Whiteout_(band);""Whiteout (band)"""
"http://dbpedia.org/resource/Entwine;""Entwine"""
"http://dbpedia.org/resource/Vesyolye_Rebyata;""Vesyolye Rebyata"""
"http://dbpedia.org/resource/Time_Is_a_Thief;""Time Is a Thief"""
"http://dbpedia.org/resource/Tinpan_Orange;""Tinpan Orange"""
"http://dbpedia.org/resource/Elokuu;""Elokuu"""
"http://dbpedia.org/resource/Homer_and_Jethro;""Homer and Jethro"""
"http://dbpedia.org/resource/Arcane_Roots;""Arcane Roots"""
"http://dbpedia.org/resource/Dynazty;""Dynazty"""
"http://dbpedia.org/resource/Party_Supplies;""Party Supplies"""
"http://dbpedia.org/resource/Delta_5;""Delta 5"""
"http://dbpedia.org/resource/The_Hellacopters;""The Hellacopters"""
"http://dbpedia.org/resource/The_Shooters;""The Shooters"""
"http://dbpedia.org/resource/The_Shore_(band);""The Shore (band)"""
"http://dbpedia.org/resource/Vikingarna_(band);""Vikingarna (band)"""
"http://dbpedia.org/resource/MellowHigh;""MellowHigh"""
"http://dbpedia.org/resource/Factory_Floor;""Factory Floor"""
"http://dbpedia.org/resource/The_Rainmakers_(band);""The Rainmakers (band)"""
"http://dbpedia.org/resource/Hieroglyphics_(group);""Hieroglyphics (group)"""
"http://dbpedia.org/resource/Evocation_(band);""Evocation (band)"""
"http://dbpedia.org/resource/Lethal_(American_band);""Lethal (American band)"""
"http://dbpedia.org/resource/Planet_Funk;""Planet Funk"""
"http://dbpedia.org/resource/Les_Rita_Mitsouko;""Les Rita Mitsouko"""
"http://dbpedia.org/resource/Sweet_Trip;""Sweet Trip"""
"http://dbpedia.org/resource/Kill_Memory_Crash;""Kill Memory Crash"""
"http://dbpedia.org/resource/Oh_My_God_(band);""Oh My God (band)"""
"http://dbpedia.org/resource/Vital_Signs_(band);""Vital Signs (band)"""
"http://dbpedia.org/resource/Hypnos_(band);""Hypnos (band)"""
